rgn_id,species,category,type,Family,stock,year,value,ref
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2015,0.87,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2015,1.8,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2015,1.5,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2015,1.37,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2015,0.87,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2015,1.8,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2015,1.5,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2015,1.37,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2015,0.87,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2015,1.8,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2015,1.5,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2015,1.37,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2015,0.87,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2016,1.8,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2016,1.5,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2016,1.37,
1,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2016,0.87,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2016,1.8,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2016,1.5,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2016,1.37,
2,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2016,0.87,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2016,1.8,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2016,1.5,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2016,1.37,
3,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2016,0.87,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Chlorurus perspicullatus,2016,1.8,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus dubius,2016,1.5,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus psittacus ,2016,1.37,
4,Uhu parrot-misc.,reef,Reef,Scaridae,Scarus rubroviolaceus,2016,0.87,
1,Uku,reef,Reef,Lutjanidae,Aprion virescens,2012,1.1,
2,Uku,reef,Reef,Lutjanidae,Aprion virescens,2012,1.1,
3,Uku,reef,Reef,Lutjanidae,Aprion virescens,2012,1.1,
4,Uku,reef,Reef,Lutjanidae,Aprion virescens,2012,1.1,
1,Uku,reef,Reef,Lutjanidae,Aprion virescens,2013,1.1,
2,Uku,reef,Reef,Lutjanidae,Aprion virescens,2013,1.1,
3,Uku,reef,Reef,Lutjanidae,Aprion virescens,2013,1.1,
4,Uku,reef,Reef,Lutjanidae,Aprion virescens,2013,1.1,
1,Uku,reef,Reef,Lutjanidae,Aprion virescens,2014,1.1,
2,Uku,reef,Reef,Lutjanidae,Aprion virescens,2014,1.1,
3,Uku,reef,Reef,Lutjanidae,Aprion virescens,2014,1.1,
4,Uku,reef,Reef,Lutjanidae,Aprion virescens,2014,1.1,
1,Uku,reef,Reef,Lutjanidae,Aprion virescens,2015,1.1,
2,Uku,reef,Reef,Lutjanidae,Aprion virescens,2015,1.1,
3,Uku,reef,Reef,Lutjanidae,Aprion virescens,2015,1.1,
4,Uku,reef,Reef,Lutjanidae,Aprion virescens,2015,1.1,
1,Uku,reef,Reef,Lutjanidae,Aprion virescens,2016,1.1,
2,Uku,reef,Reef,Lutjanidae,Aprion virescens,2016,1.1,
3,Uku,reef,Reef,Lutjanidae,Aprion virescens,2016,1.1,
4,Uku,reef,Reef,Lutjanidae,Aprion virescens,2016,1.1,
1,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2012,0.83,
2,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2012,0.83,
3,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2012,0.83,
4,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2012,0.83,
1,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2013,0.83,
2,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2013,0.83,
3,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2013,0.83,
4,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2013,0.83,
1,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2014,0.83,
2,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2014,0.83,
3,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2014,0.83,
4,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2014,0.83,
1,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2015,0.83,
2,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2015,0.83,
3,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2015,0.83,
4,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2015,0.83,
1,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2016,0.83,
2,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2016,0.83,
3,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2016,0.83,
4,Umaumalei,reef,Reef,Acanthuridae,Naso lituratus,2016,0.83,
1,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2012,1.63,
2,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2012,1.63,
3,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2012,1.63,
4,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2012,1.63,
1,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2013,1.63,
2,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2013,1.63,
3,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2013,1.63,
4,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2013,1.63,
1,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2014,1.63,
2,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2014,1.63,
3,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2014,1.63,
4,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2014,1.63,
1,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2015,1.63,
2,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2015,1.63,
3,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2015,1.63,
4,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2015,1.63,
1,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2016,1.63,
2,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2016,1.63,
3,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2016,1.63,
4,Weke a'a,reef,Reef,Mullidae,Mulloidichthys flavolineatus,2016,1.63,
1,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2012,1.37,
2,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2012,1.37,
3,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2012,1.37,
4,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2012,1.37,
1,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2013,1.37,
2,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2013,1.37,
3,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2013,1.37,
4,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2013,1.37,
1,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2014,1.37,
2,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2014,1.37,
3,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2014,1.37,
4,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2014,1.37,
1,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2015,1.37,
2,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2015,1.37,
3,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2015,1.37,
4,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2015,1.37,
1,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2016,1.37,
2,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2016,1.37,
3,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2016,1.37,
4,Weke nono,reef,Reef,Mullidae,Mulloidichthys pflueregi,2016,1.37,
1,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2012,1.83,
2,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2012,1.83,
3,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2012,1.83,
4,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2012,1.83,
1,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2013,1.83,
2,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2013,1.83,
3,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2013,1.83,
4,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2013,1.83,
1,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2014,1.83,
2,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2014,1.83,
3,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2014,1.83,
4,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2014,1.83,
1,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2015,1.83,
2,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2015,1.83,
3,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2015,1.83,
4,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2015,1.83,
1,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2016,1.83,
2,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2016,1.83,
3,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2016,1.83,
4,Weke ula,reef,Reef,Mullidae,Mulloidichthys vanicolensus,2016,1.83,
1,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2012,0.93,
2,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2012,0.93,
3,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2012,0.93,
4,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2012,0.93,
1,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2013,0.93,
2,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2013,0.93,
3,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2013,0.93,
4,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2013,0.93,
1,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2014,0.93,
2,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2014,0.93,
3,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2014,0.93,
4,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2014,0.93,
1,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2015,0.93,
2,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2015,0.93,
3,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2015,0.93,
4,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2015,0.93,
1,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2016,0.93,
2,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2016,0.93,
3,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2016,0.93,
4,White ulua,coastal_pelagic,Reef,Scombridae,Caranx ignobilis,2016,0.93,
1,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2010,1.33,SPC
2,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2010,1.33,SPC
3,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2010,1.33,SPC
4,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2010,1.33,SPC
1,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2011,1.3,SPC
2,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2011,1.3,SPC
3,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2011,1.3,SPC
4,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2011,1.3,SPC
1,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2012,1.22,SPC
2,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2012,1.22,SPC
3,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2012,1.22,SPC
4,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2012,1.22,SPC
1,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2013,1.28,regression gap fill
2,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2013,1.28,regression gap fill
3,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2013,1.28,regression gap fill
4,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2013,1.28,regression gap fill
1,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2014,1.26,regression gap fill
2,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2014,1.26,regression gap fill
3,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2014,1.26,regression gap fill
4,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2014,1.26,regression gap fill
1,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2015,1.24,regression gap fill
2,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2015,1.24,regression gap fill
3,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2015,1.24,regression gap fill
4,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2015,1.24,regression gap fill
1,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2016,1.2022,regression gap fill
2,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2016,1.2022,regression gap fill
3,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2016,1.2022,regression gap fill
4,Yellowfin tuna,tunas,pelagic,Scombridae,Thunnus albacares,2016,1.2022,regression gap fill
