year,rgn_id,island,mus,family,X6,species,licenses,catch
2012,4,Kauai County,PMUS,Scombridae,NA,Aku,138,39484
2012,4,Kauai County,PMUS,Istiophoridae,NA,Blue marlin,60,26281
2012,4,Kauai County,PMUS,Scombridae,NA,Tombo,5,1048
2012,4,Kauai County,PMUS,Bramidae,NA,Monchong,4,222
2012,4,Kauai County,PMUS,Istiophoridae,NA,S.N. spearfish,20,1261
2012,4,Kauai County,PMUS,Istiophoridae,NA,Striped marlin,17,2771
2012,4,Kauai County,PMUS,Scombridae,NA,Kawakawa,30,913
2012,4,Kauai County,PMUS,Xiphiidae,NA,Swordfish,5,749
2012,4,Kauai County,PMUS,Istiophoridae,NA,Black marlin,4,1071
2012,4,Kauai County,PMUS,Istiophoridae,NA,Sailfish,3,197
2013,4,Kauai County,PMUS,Scombridae,NA,Yellowfin tuna,188,408168
2013,4,Kauai County,PMUS,Scombridae,NA,Bigeye tuna,28,55497
2013,4,Kauai County,PMUS,Coryphaenidae,NA,Mahimahi,152,44972
2013,4,Kauai County,PMUS,Scombridae,NA,Ono,163,65391
2013,4,Kauai County,PMUS,Scombridae,NA,Aku,131,48602
2013,4,Kauai County,PMUS,Istiophoridae,NA,Blue marlin,58,26797
2013,4,Kauai County,PMUS,Scombridae,NA,Tombo,3,418
2013,4,Kauai County,PMUS,Bramidae,NA,Monchong,5,195
2013,4,Kauai County,PMUS,Istiophoridae,NA,S.N. spearfish,27,3314
2013,4,Kauai County,PMUS,Istiophoridae,NA,Striped marlin,14,2118
2013,4,Kauai County,PMUS,Scombridae,NA,Kawakawa,34,1850
2013,4,Kauai County,PMUS,Istiophoridae,NA,Black marlin,4,1338
2013,4,Kauai County,PMUS,Istiophoridae,NA,Sailfish,3,295
2014,4,Kauai County,PMUS,Scombridae,NA,Yellowfin tuna,197,391518
2014,4,Kauai County,PMUS,Scombridae,NA,Bigeye tuna,24,27384
2014,4,Kauai County,PMUS,Coryphaenidae,NA,Mahimahi,162,47099
2014,4,Kauai County,PMUS,Scombridae,NA,Ono,177,74367
2014,4,Kauai County,PMUS,Scombridae,NA,Aku,105,19654
2014,4,Kauai County,PMUS,Istiophoridae,NA,Blue marlin,69,32867
2014,4,Kauai County,PMUS,Scombridae,NA,Tombo,11,2946
2014,4,Kauai County,PMUS,Bramidae,NA,Monchong,6,262
2014,4,Kauai County,PMUS,Istiophoridae,NA,S.N. spearfish,15,636
2014,4,Kauai County,PMUS,Istiophoridae,NA,Striped marlin,14,2531
2014,4,Kauai County,PMUS,Scombridae,NA,Kawakawa,46,2152
2014,4,Kauai County,PMUS,Xiphiidae,NA,Swordfish,7,882
2014,4,Kauai County,PMUS,Istiophoridae,NA,Black marlin,3,1230
2014,4,Kauai County,PMUS,Istiophoridae,NA,Sailfish,6,457
2015,4,Kauai County,PMUS,Scombridae,NA,Yellowfin tuna,185,406625
2015,4,Kauai County,PMUS,Scombridae,NA,Bigeye tuna,23,7105
2015,4,Kauai County,PMUS,Coryphaenidae,NA,Mahimahi,145,52909
2015,4,Kauai County,PMUS,Scombridae,NA,Ono,178,58438
2015,4,Kauai County,PMUS,Scombridae,NA,Aku,110,31712
2015,4,Kauai County,PMUS,Istiophoridae,NA,Blue marlin,94,48378
2015,4,Kauai County,PMUS,Bramidae,NA,Monchong,8,2013
2015,4,Kauai County,PMUS,Istiophoridae,NA,S.N. spearfish,23,1540
2015,4,Kauai County,PMUS,Istiophoridae,NA,Striped marlin,27,3454
2015,4,Kauai County,PMUS,Scombridae,NA,Kawakawa,43,2844
2015,4,Kauai County,PMUS,Xiphiidae,NA,Swordfish,5,591
2015,4,Kauai County,PMUS,Istiophoridae,NA,Black marlin,12,3649
2015,4,Kauai County,PMUS,Istiophoridae,NA,Sailfish,6,551
2016,4,Kauai County,PMUS,Scombridae,NA,Yellowfin tuna,171,392557
2016,4,Kauai County,PMUS,Scombridae,NA,Bigeye tuna,10,2361
2016,4,Kauai County,PMUS,Coryphaenidae,NA,Mahimahi,122,35253
2016,4,Kauai County,PMUS,Scombridae,NA,Ono,154,39628
2016,4,Kauai County,PMUS,Scombridae,NA,Aku,91,29065
2016,4,Kauai County,PMUS,Istiophoridae,NA,Blue marlin,61,34613
2016,4,Kauai County,PMUS,Scombridae,NA,Tombo,3,177
2016,4,Kauai County,PMUS,Bramidae,NA,Monchong,7,1898
2016,4,Kauai County,PMUS,Istiophoridae,NA,S.N. spearfish,35,2210
2016,4,Kauai County,PMUS,Istiophoridae,NA,Striped marlin,22,2361
2016,4,Kauai County,PMUS,Scombridae,NA,Kawakawa,30,1304
2016,4,Kauai County,PMUS,Istiophoridae,NA,Sailfish,8,726
