year,rgn_id,island,mus,family,species,licenses,catch,stock_key
2012,2,Penguin Bank,CHCR,Mullidae,Weke nono,6,89,Weke nono_CHCR
2012,3,Oahu,CHCR,Mullidae,Weke nono,37,"2,971",Weke nono_CHCR
2012,4,Kauai County,CHCR,Mullidae,Weke nono,12,"1,502",Weke nono_CHCR
2013,1,Hawaii,CHCR,Mullidae,Weke nono,35,644,Weke nono_CHCR
2013,2,Maui County,CHCR,Mullidae,Weke nono,32,"1,572",Weke nono_CHCR
2013,2,Penguin Bank,CHCR,Mullidae,Weke nono,10,133,Weke nono_CHCR
2013,3,Oahu,CHCR,Mullidae,Weke nono,37,"2,981",Weke nono_CHCR
2013,4,Kauai County,CHCR,Mullidae,Weke nono,7,"1,198",Weke nono_CHCR
2014,1,Hawaii,CHCR,Mullidae,Weke nono,29,"1,041",Weke nono_CHCR
2014,2,Maui County,CHCR,Mullidae,Weke nono,28,667,Weke nono_CHCR
2014,2,Penguin Bank,CHCR,Mullidae,Weke nono,7,48,Weke nono_CHCR
2014,3,Oahu,CHCR,Mullidae,Weke nono,34,"3,546",Weke nono_CHCR
2014,4,Kauai County,CHCR,Mullidae,Weke nono,13,"1,477",Weke nono_CHCR
2015,1,Hawaii,CHCR,Mullidae,Weke nono,24,611,Weke nono_CHCR
2015,2,Maui County,CHCR,Mullidae,Weke nono,26,"1,072",Weke nono_CHCR
2015,2,Penguin Bank,CHCR,Mullidae,Weke nono,8,102,Weke nono_CHCR
2015,3,Oahu,CHCR,Mullidae,Weke nono,36,"2,545",Weke nono_CHCR
2015,4,Kauai County,CHCR,Mullidae,Weke nono,10,"1,540",Weke nono_CHCR
2016,1,Hawaii,CHCR,Mullidae,Weke nono,35,848,Weke nono_CHCR
2016,2,Maui County,CHCR,Mullidae,Weke nono,18,755,Weke nono_CHCR
2016,2,Penguin Bank,CHCR,Mullidae,Weke nono,10,152,Weke nono_CHCR
2016,3,Oahu,CHCR,Mullidae,Weke nono,24,"1,615",Weke nono_CHCR
2016,4,Kauai County,CHCR,Mullidae,Weke nono,11,"2,026",Weke nono_CHCR
2013,1,Hawaii,CHCR,Mullidae,Weke pueo,4,31,Weke pueo_CHCR
2013,2,Maui County,CHCR,Mullidae,Weke pueo,4,147,Weke pueo_CHCR
2013,3,Oahu,CHCR,Mullidae,Weke pueo,5,203,Weke pueo_CHCR
2012,1,Hawaii,CHCR,Mullidae,Weke ula,36,439,Weke ula_CHCR
2012,2,Maui County,CHCR,Mullidae,Weke ula,13,"4,314",Weke ula_CHCR
2012,3,Oahu,CHCR,Mullidae,Weke ula,47,"17,576",Weke ula_CHCR
2012,4,Kauai County,CHCR,Mullidae,Weke ula,15,420,Weke ula_CHCR
2013,1,Hawaii,CHCR,Mullidae,Weke ula,28,420,Weke ula_CHCR
2013,2,Maui County,CHCR,Mullidae,Weke ula,8,"1,670",Weke ula_CHCR
2013,3,Oahu,CHCR,Mullidae,Weke ula,46,"22,415",Weke ula_CHCR
2013,4,Kauai County,CHCR,Mullidae,Weke ula,11,429,Weke ula_CHCR
2014,1,Hawaii,CHCR,Mullidae,Weke ula,27,784,Weke ula_CHCR
2014,2,Maui County,CHCR,Mullidae,Weke ula,9,"5,284",Weke ula_CHCR
2014,2,Penguin Bank,CHCR,Mullidae,Weke ula,3,31,Weke ula_CHCR
2014,3,Oahu,CHCR,Mullidae,Weke ula,43,"40,946",Weke ula_CHCR
2014,4,Kauai County,CHCR,Mullidae,Weke ula,8,204,Weke ula_CHCR
2015,1,Hawaii,CHCR,Mullidae,Weke ula,21,477,Weke ula_CHCR
2015,2,Maui County,CHCR,Mullidae,Weke ula,10,"7,111",Weke ula_CHCR
2015,3,Oahu,CHCR,Mullidae,Weke ula,39,"42,632",Weke ula_CHCR
2015,4,Kauai County,CHCR,Mullidae,Weke ula,6,63,Weke ula_CHCR
2016,1,Hawaii,CHCR,Mullidae,Weke ula,24,"1,017",Weke ula_CHCR
2016,2,Maui County,CHCR,Mullidae,Weke ula,10,"3,124",Weke ula_CHCR
2016,3,Oahu,CHCR,Mullidae,Weke ula,33,"29,670",Weke ula_CHCR
2016,4,Kauai County,CHCR,Mullidae,Weke ula,8,"1,038",Weke ula_CHCR
2012,1,Hawaii,CHCR,Belonidae,Ahaaha,8,123,Ahaaha_CHCR
2012,2,Maui County,CHCR,Belonidae,Ahaaha,4,371,Ahaaha_CHCR
2012,3,Oahu,CHCR,Belonidae,Ahaaha,14,427,Ahaaha_CHCR
2013,1,Hawaii,CHCR,Belonidae,Ahaaha,10,83,Ahaaha_CHCR
2013,2,Maui County,CHCR,Belonidae,Ahaaha,4,102,Ahaaha_CHCR
2013,3,Oahu,CHCR,Belonidae,Ahaaha,16,233,Ahaaha_CHCR
2014,2,Maui County,CHCR,Belonidae,Ahaaha,5,114,Ahaaha_CHCR
2014,3,Oahu,CHCR,Belonidae,Ahaaha,26,341,Ahaaha_CHCR
2015,1,Hawaii,CHCR,Belonidae,Ahaaha,10,85,Ahaaha_CHCR
2015,3,Oahu,CHCR,Belonidae,Ahaaha,13,194,Ahaaha_CHCR
2016,1,Hawaii,CHCR,Belonidae,Ahaaha,4,45,Ahaaha_CHCR
2016,3,Oahu,CHCR,Belonidae,Ahaaha,11,301,Ahaaha_CHCR
2012,2,Maui County,CHCR,Chanidae,Awa,4,62,Awa_CHCR
2012,3,Oahu,CHCR,Chanidae,Awa,8,"2,165",Awa_CHCR
2013,3,Oahu,CHCR,Chanidae,Awa,9,667,Awa_CHCR
2014,3,Oahu,CHCR,Chanidae,Awa,12,"1,518",Awa_CHCR
2015,3,Oahu,CHCR,Chanidae,Awa,10,"2,068",Awa_CHCR
2016,3,Oahu,CHCR,Chanidae,Awa,6,397,Awa_CHCR
2012,3,Oahu,CHCR,Elopidae,Awaawa,18,"1,509",Awaawa_CHCR
2013,3,Oahu,CHCR,Elopidae,Awaawa,16,"1,231",Awaawa_CHCR
2014,3,Oahu,CHCR,Elopidae,Awaawa,15,689,Awaawa_CHCR
2015,3,Oahu,CHCR,Elopidae,Awaawa,10,374,Awaawa_CHCR
2016,3,Oahu,CHCR,Elopidae,Awaawa,5,336,Awaawa_CHCR
2012,1,Hawaii,CHCR,Priacanthidae,Aweoweo (deepsea),9,50,Aweoweo (deepsea)_CHCR
2012,2,Maui County,CHCR,Priacanthidae,Aweoweo (deepsea),4,47,Aweoweo (deepsea)_CHCR
2012,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea),8,25,Aweoweo (deepsea)_CHCR
2012,3,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea),3,20,Aweoweo (deepsea)_CHCR
2013,1,Hawaii,CHCR,Priacanthidae,Aweoweo (deepsea),6,27,Aweoweo (deepsea)_CHCR
2013,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea),9,45,Aweoweo (deepsea)_CHCR
2013,3,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea),4,55,Aweoweo (deepsea)_CHCR
2013,4,Kauai County,CHCR,Priacanthidae,Aweoweo (deepsea),3,13,Aweoweo (deepsea)_CHCR
2014,1,Hawaii,CHCR,Priacanthidae,Aweoweo (deepsea),14,130,Aweoweo (deepsea)_CHCR
2014,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea),11,103,Aweoweo (deepsea)_CHCR
2014,3,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea),3,117,Aweoweo (deepsea)_CHCR
2015,1,Hawaii,CHCR,Priacanthidae,Aweoweo (deepsea),3,50,Aweoweo (deepsea)_CHCR
2015,2,Maui County,CHCR,Priacanthidae,Aweoweo (deepsea),4,72,Aweoweo (deepsea)_CHCR
2015,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea),6,48,Aweoweo (deepsea)_CHCR
2015,3,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea),6,131,Aweoweo (deepsea)_CHCR
2015,4,Kauai County,CHCR,Priacanthidae,Aweoweo (deepsea),3,16,Aweoweo (deepsea)_CHCR
2016,2,Maui County,CHCR,Priacanthidae,Aweoweo (deepsea),5,42,Aweoweo (deepsea)_CHCR
2016,2,Penguin Bank,CHCR,Priacanthidae,Aweoweo (deepsea),6,53,Aweoweo (deepsea)_CHCR
2016,3,Oahu,CHCR,Priacanthidae,Aweoweo (deepsea),7,78,Aweoweo (deepsea)_CHCR
2016,4,Kauai County,CHCR,Priacanthidae,Aweoweo (deepsea),3,31,Aweoweo (deepsea)_CHCR
2013,3,Oahu,CHCR,Carangidae,Barred jack,4,32,Barred jack_CHCR
2016,3,Oahu,CHCR,Carangidae,Barred jack,3,67,Barred jack_CHCR
2012,1,Hawaii,CHCR,Acanthuridae,Black kole,5,194,Black kole_CHCR
2013,1,Hawaii,CHCR,Acanthuridae,Black kole,3,97,Black kole_CHCR
2016,1,Hawaii,CHCR,Acanthuridae,Black kole,4,24,Black kole_CHCR
2012,2,Maui County,CHCR,Carangidae,Dobe ulua,13,"1,139",Dobe ulua_CHCR
2012,3,Oahu,CHCR,Carangidae,Dobe ulua,8,"6,709",Dobe ulua_CHCR
2013,1,Hawaii,CHCR,Carangidae,Dobe ulua,4,157,Dobe ulua_CHCR
2013,2,Maui County,CHCR,Carangidae,Dobe ulua,8,"1,592",Dobe ulua_CHCR
2013,2,Penguin Bank,CHCR,Carangidae,Dobe ulua,3,176,Dobe ulua_CHCR
2013,3,Oahu,CHCR,Carangidae,Dobe ulua,10,"1,130",Dobe ulua_CHCR
2014,1,Hawaii,CHCR,Carangidae,Dobe ulua,3,471,Dobe ulua_CHCR
2014,2,Maui County,CHCR,Carangidae,Dobe ulua,4,115,Dobe ulua_CHCR
2014,2,Penguin Bank,CHCR,Carangidae,Dobe ulua,4,24,Dobe ulua_CHCR
2014,3,Oahu,CHCR,Carangidae,Dobe ulua,11,"3,519",Dobe ulua_CHCR
2015,2,Maui County,CHCR,Carangidae,Dobe ulua,5,58,Dobe ulua_CHCR
2015,2,Penguin Bank,CHCR,Carangidae,Dobe ulua,5,400,Dobe ulua_CHCR
2015,3,Oahu,CHCR,Carangidae,Dobe ulua,7,814,Dobe ulua_CHCR
2016,2,Maui County,CHCR,Carangidae,Dobe ulua,3,118,Dobe ulua_CHCR
2016,2,Penguin Bank,CHCR,Carangidae,Dobe ulua,3,6,Dobe ulua_CHCR
2016,3,Oahu,CHCR,Carangidae,Dobe ulua,3,312,Dobe ulua_CHCR
2012,1,Hawaii,CHCR,Labridae,Ea (wrasse),5,41,Ea (wrasse)_CHCR
2012,2,Maui County,CHCR,Labridae,Ea (wrasse),10,128,Ea (wrasse)_CHCR
2012,3,Oahu,CHCR,Labridae,Ea (wrasse),8,142,Ea (wrasse)_CHCR
2013,1,Hawaii,CHCR,Labridae,Ea (wrasse),6,30,Ea (wrasse)_CHCR
2013,2,Maui County,CHCR,Labridae,Ea (wrasse),8,115,Ea (wrasse)_CHCR
2013,3,Oahu,CHCR,Labridae,Ea (wrasse),4,18,Ea (wrasse)_CHCR
2014,2,Maui County,CHCR,Labridae,Ea (wrasse),7,113,Ea (wrasse)_CHCR
2015,1,Hawaii,CHCR,Labridae,Ea (wrasse),3,76,Ea (wrasse)_CHCR
2015,2,Maui County,CHCR,Labridae,Ea (wrasse),5,23,Ea (wrasse)_CHCR
2015,3,Oahu,CHCR,Labridae,Ea (wrasse),5,42,Ea (wrasse)_CHCR
2016,2,Maui County,CHCR,Labridae,Ea (wrasse),4,26,Ea (wrasse)_CHCR
2016,3,Oahu,CHCR,Labridae,Ea (wrasse),3,3,Ea (wrasse)_CHCR
2012,1,Hawaii,CHCR,Emmelichthyidae,Golden kali,13,92,Golden kali_CHCR
2012,2,Maui County,CHCR,Emmelichthyidae,Golden kali,10,53,Golden kali_CHCR
2012,2,Penguin Bank,CHCR,Emmelichthyidae,Golden kali,17,67,Golden kali_CHCR
2012,3,Oahu,CHCR,Emmelichthyidae,Golden kali,5,16,Golden kali_CHCR
2012,4,Kauai County,CHCR,Emmelichthyidae,Golden kali,7,26,Golden kali_CHCR
2013,1,Hawaii,CHCR,Emmelichthyidae,Golden kali,19,159,Golden kali_CHCR
2013,2,Maui County,CHCR,Emmelichthyidae,Golden kali,5,66,Golden kali_CHCR
2013,2,Penguin Bank,CHCR,Emmelichthyidae,Golden kali,16,107,Golden kali_CHCR
2013,3,Oahu,CHCR,Emmelichthyidae,Golden kali,9,39,Golden kali_CHCR
2013,4,Kauai County,CHCR,Emmelichthyidae,Golden kali,7,38,Golden kali_CHCR
2014,1,Hawaii,CHCR,Emmelichthyidae,Golden kali,10,101,Golden kali_CHCR
2014,2,Maui County,CHCR,Emmelichthyidae,Golden kali,4,29,Golden kali_CHCR
2014,2,Penguin Bank,CHCR,Emmelichthyidae,Golden kali,12,63,Golden kali_CHCR
2014,3,Oahu,CHCR,Emmelichthyidae,Golden kali,6,27,Golden kali_CHCR
2014,4,Kauai County,CHCR,Emmelichthyidae,Golden kali,4,22,Golden kali_CHCR
2015,1,Hawaii,CHCR,Emmelichthyidae,Golden kali,8,40,Golden kali_CHCR
2015,2,Maui County,CHCR,Emmelichthyidae,Golden kali,4,27,Golden kali_CHCR
2015,2,Penguin Bank,CHCR,Emmelichthyidae,Golden kali,10,88,Golden kali_CHCR
2015,3,Oahu,CHCR,Emmelichthyidae,Golden kali,9,48,Golden kali_CHCR
2015,4,Kauai County,CHCR,Emmelichthyidae,Golden kali,3,21,Golden kali_CHCR
2016,1,Hawaii,CHCR,Emmelichthyidae,Golden kali,7,23,Golden kali_CHCR
2016,2,Maui County,CHCR,Emmelichthyidae,Golden kali,5,24,Golden kali_CHCR
2016,2,Penguin Bank,CHCR,Emmelichthyidae,Golden kali,8,52,Golden kali_CHCR
2016,3,Oahu,CHCR,Emmelichthyidae,Golden kali,4,18,Golden kali_CHCR
2016,4,Kauai County,CHCR,Emmelichthyidae,Golden kali,4,36,Golden kali_CHCR
2013,1,Hawaii,CHCR,Gempylidae,Hauliuli,3,11,Hauliuli_CHCR
2012,3,Oahu,CHCR,Labridae,Hinalea,9,36,Hinalea_CHCR
2013,3,Oahu,CHCR,Labridae,Hinalea,13,46,Hinalea_CHCR
2014,3,Oahu,CHCR,Labridae,Hinalea,6,25,Hinalea_CHCR
2015,3,Oahu,CHCR,Labridae,Hinalea,4,21,Hinalea_CHCR
2016,3,Oahu,CHCR,Labridae,Hinalea,3,1,Hinalea_CHCR
2012,1,Hawaii,CHCR,Scorpaenidae,Hogo,28,282,Hogo_CHCR
2012,2,Maui County,CHCR,Scorpaenidae,Hogo,22,279,Hogo_CHCR
2012,2,Penguin Bank,CHCR,Scorpaenidae,Hogo,36,647,Hogo_CHCR
2012,3,Oahu,CHCR,Scorpaenidae,Hogo,30,510,Hogo_CHCR
2012,4,Kauai County,CHCR,Scorpaenidae,Hogo,19,245,Hogo_CHCR
2013,1,Hawaii,CHCR,Scorpaenidae,Hogo,30,511,Hogo_CHCR
2013,2,Maui County,CHCR,Scorpaenidae,Hogo,14,214,Hogo_CHCR
2013,2,Penguin Bank,CHCR,Scorpaenidae,Hogo,36,620,Hogo_CHCR
2013,3,Oahu,CHCR,Scorpaenidae,Hogo,21,214,Hogo_CHCR
2013,4,Kauai County,CHCR,Scorpaenidae,Hogo,10,191,Hogo_CHCR
2014,1,Hawaii,CHCR,Scorpaenidae,Hogo,27,338,Hogo_CHCR
2014,2,Maui County,CHCR,Scorpaenidae,Hogo,15,222,Hogo_CHCR
2014,2,Penguin Bank,CHCR,Scorpaenidae,Hogo,26,507,Hogo_CHCR
2014,3,Oahu,CHCR,Scorpaenidae,Hogo,22,193,Hogo_CHCR
2014,4,Kauai County,CHCR,Scorpaenidae,Hogo,14,240,Hogo_CHCR
2015,1,Hawaii,CHCR,Scorpaenidae,Hogo,22,237,Hogo_CHCR
2015,2,Maui County,CHCR,Scorpaenidae,Hogo,11,164,Hogo_CHCR
2015,2,Penguin Bank,CHCR,Scorpaenidae,Hogo,22,381,Hogo_CHCR
2015,3,Oahu,CHCR,Scorpaenidae,Hogo,20,347,Hogo_CHCR
2015,4,Kauai County,CHCR,Scorpaenidae,Hogo,14,373,Hogo_CHCR
2016,1,Hawaii,CHCR,Scorpaenidae,Hogo,19,106,Hogo_CHCR
2016,2,Maui County,CHCR,Scorpaenidae,Hogo,12,247,Hogo_CHCR
2016,2,Penguin Bank,CHCR,Scorpaenidae,Hogo,20,311,Hogo_CHCR
2016,3,Oahu,CHCR,Scorpaenidae,Hogo,17,361,Hogo_CHCR
2016,4,Kauai County,CHCR,Scorpaenidae,Hogo,17,362,Hogo_CHCR
2012,3,Oahu,CHCR,Hemiramphidae,Iheihe,3,87,Iheihe_CHCR
2014,3,Oahu,CHCR,Hemiramphidae,Iheihe,3,142,Iheihe_CHCR
2012,1,Hawaii,CHCR,Carangidae,Kamanu,56,"2,416",Kamanu_CHCR
2012,2,Maui County,CHCR,Carangidae,Kamanu,14,524,Kamanu_CHCR
2012,2,Penguin Bank,CHCR,Carangidae,Kamanu,5,82,Kamanu_CHCR
2012,3,Oahu,CHCR,Carangidae,Kamanu,7,201,Kamanu_CHCR
2012,4,Kauai County,CHCR,Carangidae,Kamanu,10,570,Kamanu_CHCR
2013,1,Hawaii,CHCR,Carangidae,Kamanu,52,"1,473",Kamanu_CHCR
2013,2,Maui County,CHCR,Carangidae,Kamanu,17,599,Kamanu_CHCR
2013,2,Penguin Bank,CHCR,Carangidae,Kamanu,5,143,Kamanu_CHCR
2013,3,Oahu,CHCR,Carangidae,Kamanu,9,110,Kamanu_CHCR
2013,4,Kauai County,CHCR,Carangidae,Kamanu,12,917,Kamanu_CHCR
2014,1,Hawaii,CHCR,Carangidae,Kamanu,70,"2,932",Kamanu_CHCR
2014,2,Maui County,CHCR,Carangidae,Kamanu,31,"1,059",Kamanu_CHCR
2014,2,Penguin Bank,CHCR,Carangidae,Kamanu,8,56,Kamanu_CHCR
2014,3,Oahu,CHCR,Carangidae,Kamanu,14,159,Kamanu_CHCR
2014,4,Kauai County,CHCR,Carangidae,Kamanu,18,909,Kamanu_CHCR
2015,1,Hawaii,CHCR,Carangidae,Kamanu,64,"1,484",Kamanu_CHCR
2015,2,Maui County,CHCR,Carangidae,Kamanu,35,"1,441",Kamanu_CHCR
2015,2,Penguin Bank,CHCR,Carangidae,Kamanu,13,221,Kamanu_CHCR
2015,3,Oahu,CHCR,Carangidae,Kamanu,11,125,Kamanu_CHCR
2015,4,Kauai County,CHCR,Carangidae,Kamanu,14,963,Kamanu_CHCR
2016,1,Hawaii,CHCR,Carangidae,Kamanu,64,"2,189",Kamanu_CHCR
2016,2,Maui County,CHCR,Carangidae,Kamanu,31,"1,781",Kamanu_CHCR
2016,2,Penguin Bank,CHCR,Carangidae,Kamanu,14,273,Kamanu_CHCR
2016,3,Oahu,CHCR,Carangidae,Kamanu,19,167,Kamanu_CHCR
2016,4,Kauai County,CHCR,Carangidae,Kamanu,16,982,Kamanu_CHCR
2012,1,Hawaii,CHCR,Pomacentridae,Kupipi,5,24,Kupipi_CHCR
2012,2,Maui County,CHCR,Pomacentridae,Kupipi,5,121,Kupipi_CHCR
2013,3,Oahu,CHCR,Pomacentridae,Kupipi,3,5,Kupipi_CHCR
2014,1,Hawaii,CHCR,Pomacentridae,Kupipi,4,77,Kupipi_CHCR
2012,1,Hawaii,CHCR,Carangidae,Lae,4,4,Lae_CHCR
2012,2,Maui County,CHCR,Carangidae,Lae,3,8,Lae_CHCR
2012,3,Oahu,CHCR,Carangidae,Lae,20,429,Lae_CHCR
2013,1,Hawaii,CHCR,Carangidae,Lae,3,6,Lae_CHCR
2013,2,Maui County,CHCR,Carangidae,Lae,7,14,Lae_CHCR
2013,3,Oahu,CHCR,Carangidae,Lae,23,358,Lae_CHCR
2014,1,Hawaii,CHCR,Carangidae,Lae,3,5,Lae_CHCR
2014,3,Oahu,CHCR,Carangidae,Lae,28,235,Lae_CHCR
2015,1,Hawaii,CHCR,Carangidae,Lae,4,10,Lae_CHCR
2015,2,Maui County,CHCR,Carangidae,Lae,4,4,Lae_CHCR
2015,3,Oahu,CHCR,Carangidae,Lae,16,118,Lae_CHCR
2016,3,Oahu,CHCR,Carangidae,Lae,5,80,Lae_CHCR
2012,1,Hawaii,CHCR,Pomacentridae,Maomao,5,11,Maomao_CHCR
2012,2,Maui County,CHCR,Pomacentridae,Maomao,4,"1,773",Maomao_CHCR
2012,3,Oahu,CHCR,Pomacentridae,Maomao,22,"1,110",Maomao_CHCR
2013,2,Maui County,CHCR,Pomacentridae,Maomao,4,672,Maomao_CHCR
2013,3,Oahu,CHCR,Pomacentridae,Maomao,20,"1,465",Maomao_CHCR
2014,2,Maui County,CHCR,Pomacentridae,Maomao,3,235,Maomao_CHCR
2014,3,Oahu,CHCR,Pomacentridae,Maomao,18,645,Maomao_CHCR
2015,2,Maui County,CHCR,Pomacentridae,Maomao,3,464,Maomao_CHCR
2015,3,Oahu,CHCR,Pomacentridae,Maomao,16,367,Maomao_CHCR
2016,3,Oahu,CHCR,Pomacentridae,Maomao,14,259,Maomao_CHCR
2012,1,Hawaii,CHCR,Lethrinidae,Mu,13,"1,946",Mu_CHCR
2012,2,Maui County,CHCR,Lethrinidae,Mu,7,115,Mu_CHCR
2012,3,Oahu,CHCR,Lethrinidae,Mu,20,"3,539",Mu_CHCR
2012,4,Kauai County,CHCR,Lethrinidae,Mu,4,164,Mu_CHCR
2013,1,Hawaii,CHCR,Lethrinidae,Mu,11,"1,753",Mu_CHCR
2013,2,Maui County,CHCR,Lethrinidae,Mu,4,181,Mu_CHCR
2013,3,Oahu,CHCR,Lethrinidae,Mu,30,"3,699",Mu_CHCR
2014,1,Hawaii,CHCR,Lethrinidae,Mu,14,171,Mu_CHCR
2014,2,Maui County,CHCR,Lethrinidae,Mu,3,28,Mu_CHCR
2014,3,Oahu,CHCR,Lethrinidae,Mu,28,"3,101",Mu_CHCR
2015,1,Hawaii,CHCR,Lethrinidae,Mu,11,275,Mu_CHCR
2015,2,Maui County,CHCR,Lethrinidae,Mu,3,71,Mu_CHCR
2015,3,Oahu,CHCR,Lethrinidae,Mu,27,"1,497",Mu_CHCR
2015,4,Kauai County,CHCR,Lethrinidae,Mu,3,230,Mu_CHCR
2016,1,Hawaii,CHCR,Lethrinidae,Mu,14,275,Mu_CHCR
2016,2,Maui County,CHCR,Lethrinidae,Mu,5,97,Mu_CHCR
2016,3,Oahu,CHCR,Lethrinidae,Mu,22,"1,356",Mu_CHCR
2016,4,Kauai County,CHCR,Lethrinidae,Mu,3,381,Mu_CHCR
2012,1,Hawaii,CHCR,Scorpaenidae,Nohu,18,421,Nohu_CHCR
2012,2,Maui County,CHCR,Scorpaenidae,Nohu,9,"1,047",Nohu_CHCR
2012,3,Oahu,CHCR,Scorpaenidae,Nohu,12,378,Nohu_CHCR
2013,1,Hawaii,CHCR,Scorpaenidae,Nohu,12,245,Nohu_CHCR
2013,2,Maui County,CHCR,Scorpaenidae,Nohu,7,393,Nohu_CHCR
2013,3,Oahu,CHCR,Scorpaenidae,Nohu,16,423,Nohu_CHCR
2014,1,Hawaii,CHCR,Scorpaenidae,Nohu,11,175,Nohu_CHCR
2014,2,Maui County,CHCR,Scorpaenidae,Nohu,8,237,Nohu_CHCR
2014,3,Oahu,CHCR,Scorpaenidae,Nohu,13,185,Nohu_CHCR
2015,1,Hawaii,CHCR,Scorpaenidae,Nohu,11,523,Nohu_CHCR
2015,2,Maui County,CHCR,Scorpaenidae,Nohu,5,557,Nohu_CHCR
2015,3,Oahu,CHCR,Scorpaenidae,Nohu,6,71,Nohu_CHCR
2016,1,Hawaii,CHCR,Scorpaenidae,Nohu,9,346,Nohu_CHCR
2016,2,Maui County,CHCR,Scorpaenidae,Nohu,4,466,Nohu_CHCR
2016,3,Oahu,CHCR,Scorpaenidae,Nohu,3,126,Nohu_CHCR
2012,1,Hawaii,CHCR,Aulostamidae,Nunu,3,69,Nunu_CHCR
2012,3,Oahu,CHCR,Aulostamidae,Nunu,15,130,Nunu_CHCR
2013,1,Hawaii,CHCR,Aulostamidae,Nunu,4,72,Nunu_CHCR
2013,3,Oahu,CHCR,Aulostamidae,Nunu,13,138,Nunu_CHCR
2014,3,Oahu,CHCR,Aulostamidae,Nunu,14,211,Nunu_CHCR
2015,3,Oahu,CHCR,Aulostamidae,Nunu,9,121,Nunu_CHCR
2016,1,Hawaii,CHCR,Aulostamidae,Nunu,4,67,Nunu_CHCR
2016,3,Oahu,CHCR,Aulostamidae,Nunu,8,60,Nunu_CHCR
2012,2,Maui County,CHCR,Albulidae,Oio,7,402,Oio_CHCR
2012,3,Oahu,CHCR,Albulidae,Oio,32,"10,160",Oio_CHCR
2013,1,Hawaii,CHCR,Albulidae,Oio,6,22,Oio_CHCR
2013,2,Maui County,CHCR,Albulidae,Oio,7,"1,220",Oio_CHCR
2013,3,Oahu,CHCR,Albulidae,Oio,28,"9,901",Oio_CHCR
2014,2,Maui County,CHCR,Albulidae,Oio,6,535,Oio_CHCR
2014,3,Oahu,CHCR,Albulidae,Oio,25,"5,480",Oio_CHCR
2014,4,Kauai County,CHCR,Albulidae,Oio,5,"1,848",Oio_CHCR
2015,1,Hawaii,CHCR,Albulidae,Oio,6,124,Oio_CHCR
2015,2,Maui County,CHCR,Albulidae,Oio,10,749,Oio_CHCR
2015,3,Oahu,CHCR,Albulidae,Oio,25,"6,729",Oio_CHCR
2016,1,Hawaii,CHCR,Albulidae,Oio,5,90,Oio_CHCR
2016,2,Maui County,CHCR,Albulidae,Oio,5,728,Oio_CHCR
2016,3,Oahu,CHCR,Albulidae,Oio,16,"4,322",Oio_CHCR
2016,4,Kauai County,CHCR,Albulidae,Oio,4,434,Oio_CHCR
2012,1,Hawaii,CHCR,Monacanthidae,Olililepa,4,91,Olililepa_CHCR
2012,3,Oahu,CHCR,Monacanthidae,Olililepa,9,"2,601",Olililepa_CHCR
2013,3,Oahu,CHCR,Monacanthidae,Olililepa,13,755,Olililepa_CHCR
2014,3,Oahu,CHCR,Monacanthidae,Olililepa,9,"1,340",Olililepa_CHCR
2015,1,Hawaii,CHCR,Monacanthidae,Olililepa,3,32,Olililepa_CHCR
2015,3,Oahu,CHCR,Monacanthidae,Olililepa,6,594,Olililepa_CHCR
2016,3,Oahu,CHCR,Monacanthidae,Olililepa,3,217,Olililepa_CHCR
2012,3,Oahu,CHCR,Carangidae,Omaka,5,28,Omaka_CHCR
2012,1,Hawaii,CHCR,Carangidae,Omilu,16,"1,268",Omilu_CHCR
2012,2,Maui County,CHCR,Carangidae,Omilu,28,"1,794",Omilu_CHCR
2012,2,Penguin Bank,CHCR,Carangidae,Omilu,8,664,Omilu_CHCR
2012,3,Oahu,CHCR,Carangidae,Omilu,57,"2,113",Omilu_CHCR
2012,4,Kauai County,CHCR,Carangidae,Omilu,25,"2,423",Omilu_CHCR
2013,1,Hawaii,CHCR,Carangidae,Omilu,16,557,Omilu_CHCR
2013,2,Maui County,CHCR,Carangidae,Omilu,37,"1,124",Omilu_CHCR
2013,2,Penguin Bank,CHCR,Carangidae,Omilu,9,513,Omilu_CHCR
2013,3,Oahu,CHCR,Carangidae,Omilu,41,"1,611",Omilu_CHCR
2013,4,Kauai County,CHCR,Carangidae,Omilu,20,"2,546",Omilu_CHCR
2014,1,Hawaii,CHCR,Carangidae,Omilu,19,420,Omilu_CHCR
2014,2,Maui County,CHCR,Carangidae,Omilu,29,"1,190",Omilu_CHCR
2014,2,Penguin Bank,CHCR,Carangidae,Omilu,10,312,Omilu_CHCR
2014,3,Oahu,CHCR,Carangidae,Omilu,50,"3,573",Omilu_CHCR
2014,4,Kauai County,CHCR,Carangidae,Omilu,26,"2,093",Omilu_CHCR
2015,1,Hawaii,CHCR,Carangidae,Omilu,15,609,Omilu_CHCR
